"male_normal_vs_deep"	"male_normal_vs_shallow"	"male_shallow_vs_deep"	"female_normal_vs_deep"	"female_normal_vs_shallow"	"female_shallow_vs_deep"
"ENSG00000222432.1_Y_RNA"	NA	NA	NA	NA	NA	NA
"ENSG00000222436.1_RN7SKP278"	NA	NA	NA	NA	NA	NA
"ENSG00000222438.1_RNU6-1077P"	NA	NA	NA	NA	NA	NA
"ENSG00000222439.1_RNU6-994P"	NA	NA	NA	NA	NA	NA
"ENSG00000222440.1_RNU2-26P"	NA	NA	NA	NA	NA	NA
"ENSG00000222445.1_RN7SKP56"	NA	NA	NA	NA	NA	NA
"ENSG00000222448.1_RN7SKP150"	0	0	NA	0	0	NA
"ENSG00000222449.1_RNU6-1140P"	NA	NA	NA	NA	NA	NA
"ENSG00000222451.1_RN7SKP143"	NA	NA	NA	NA	NA	NA
"ENSG00000222452.1_RN7SKP59"	NA	NA	NA	NA	NA	NA
"ENSG00000222455.1_RNA5SP296"	NA	NA	NA	NA	NA	NA
"ENSG00000222457.1_RNU6-121P"	NA	NA	NA	NA	NA	NA
"ENSG00000222459.1_RNA5SP293"	NA	NA	NA	NA	NA	NA
"ENSG00000222460.1_RN7SKP271"	0	-1.25440279434037	NA	NA	0	NA
"ENSG00000222465.1_RNU2-5P"	NA	NA	NA	NA	NA	NA
"ENSG00000222467.1_Y_RNA"	NA	NA	NA	NA	NA	NA
"ENSG00000222468.1_RNA5SP261"	NA	NA	NA	NA	NA	NA
"ENSG00000222472.1_RN7SKP7"	NA	NA	NA	NA	NA	NA
"ENSG00000222477.1_RNU2-23P"	NA	NA	NA	NA	NA	NA
"ENSG00000222486.1_RNU6-77P"	NA	NA	NA	NA	NA	NA
"ENSG00000222488.1_RNU6-285P"	NA	NA	NA	NA	NA	NA
"ENSG00000222489.1_SNORA79B"	NA	NA	NA	0	-1.15227519507205	0
"ENSG00000222490.1_RNU6-712P"	NA	NA	NA	NA	NA	NA
"ENSG00000222496.1_RN7SKP200"	NA	NA	NA	NA	NA	NA
"ENSG00000222499.1_RN7SKP177"	NA	NA	NA	NA	NA	NA
"ENSG00000222500.1_RNA5SP475"	NA	NA	NA	NA	NA	NA
"ENSG00000222501.1_RNU4-25P"	NA	NA	NA	NA	NA	NA
"ENSG00000222503.1_Y_RNA"	NA	NA	NA	NA	NA	NA
"ENSG00000222506.1_Y_RNA"	NA	NA	NA	NA	NA	NA
"ENSG00000222509.1_Y_RNA"	NA	NA	NA	NA	NA	NA
"ENSG00000222511.2_Y_RNA"	NA	NA	NA	NA	NA	NA
"ENSG00000222514.1_RN7SKP223"	NA	NA	NA	NA	NA	NA
"ENSG00000222515.1_RN7SKP240"	NA	NA	NA	NA	NA	NA
"ENSG00000222520.1_RNA5SP451"	NA	NA	NA	NA	NA	NA
"ENSG00000222522.1_RNU6-519P"	NA	NA	NA	NA	NA	NA
"ENSG00000222524.1_RN7SKP109"	NA	NA	NA	NA	NA	NA
"ENSG00000222529.1_Y_RNA"	NA	NA	NA	NA	NA	NA
"ENSG00000222532.1_MIR1468"	NA	NA	NA	NA	NA	NA
"ENSG00000222533.1_RNU6-705P"	NA	NA	NA	NA	NA	NA
"ENSG00000222536.1_RNU2-39P"	NA	NA	NA	NA	NA	NA
"ENSG00000222543.1_RN7SKP220"	NA	NA	NA	NA	NA	NA
"ENSG00000222544.1_RNU6-735P"	NA	NA	NA	NA	NA	NA
"ENSG00000222546.1_RNA5SP251"	NA	NA	NA	NA	NA	NA
"ENSG00000222552.1_RNA5SP60"	NA	NA	NA	NA	NA	NA
"ENSG00000222558.1_RNU6-1064P"	NA	NA	NA	NA	NA	NA
"ENSG00000222560.1_RNU4-43P"	NA	NA	NA	NA	NA	NA
"ENSG00000222561.1_RNU6-1025P"	NA	NA	NA	NA	NA	NA
"ENSG00000222574.1_RN7SKP61"	NA	NA	NA	NA	NA	NA
"ENSG00000222578.1_RNA5SP345"	NA	NA	NA	NA	NA	NA
"ENSG00000222579.1_Y_RNA"	NA	NA	NA	NA	NA	NA
"ENSG00000222581.1_RNU2-47P"	NA	NA	NA	NA	NA	NA
"ENSG00000222582.1_RNU2-66P"	NA	NA	NA	NA	NA	NA
"ENSG00000222583.1_RN7SKP222"	NA	NA	NA	NA	NA	NA
"ENSG00000222585.1_RNA5SP494"	NA	0	NA	NA	NA	NA
"ENSG00000222588.1_AL355598.1"	NA	0	NA	NA	NA	NA
"ENSG00000222589.1_RN7SKP159"	NA	NA	NA	NA	NA	NA
"ENSG00000222592.1_RNU6-887P"	NA	NA	NA	NA	NA	NA
"ENSG00000222594.1_RN7SKP235"	NA	NA	NA	NA	NA	NA
"ENSG00000222598.1_RNU2-49P"	NA	NA	NA	NA	NA	NA
"ENSG00000222601.1_Y_RNA"	NA	NA	NA	NA	NA	NA
"ENSG00000222604.2_AC007956.1"	NA	0	NA	NA	NA	NA
"ENSG00000222607.1_RNU6-628P"	NA	NA	NA	NA	NA	NA
"ENSG00000222608.1_RNA5SP504"	NA	NA	NA	NA	NA	NA
"ENSG00000222609.1_RNU4-69P"	NA	NA	NA	NA	NA	NA
"ENSG00000222610.1_RNU6-402P"	NA	NA	NA	NA	NA	NA
"ENSG00000222612.1_RNU2-52P"	NA	NA	NA	NA	NA	NA
"ENSG00000222613.1_Y_RNA"	NA	NA	NA	NA	NA	NA
"ENSG00000222614.1_Y_RNA"	NA	NA	NA	NA	NA	NA
"ENSG00000222616.1_RN7SKP27"	NA	NA	NA	NA	NA	NA
"ENSG00000222617.1_RN7SKP254"	NA	NA	NA	NA	NA	NA
"ENSG00000222623.1_RNU6-1100P"	NA	NA	NA	NA	NA	NA
"ENSG00000222624.1_RNU2-15P"	NA	NA	NA	NA	NA	NA
"ENSG00000222626.1_RNU2-48P"	NA	NA	NA	NA	NA	NA
"ENSG00000222627.1_RNU2-37P"	NA	NA	NA	NA	NA	NA
"ENSG00000222629.1_RNU2-42P"	NA	NA	NA	NA	NA	NA
"ENSG00000222630.2_RN7SKP131"	NA	NA	NA	NA	NA	NA
"ENSG00000222635.1_RNU6-1203P"	NA	NA	NA	NA	NA	NA
"ENSG00000222636.1_RN7SKP54"	NA	NA	NA	NA	NA	NA
"ENSG00000222640.1_RNU2-51P"	0	0	NA	NA	0	NA
"ENSG00000222644.1_RNU2-16P"	NA	NA	NA	NA	NA	NA
"ENSG00000222649.1_Y_RNA"	NA	NA	NA	NA	NA	NA
"ENSG00000222650.1_RNU2-70P"	NA	NA	NA	NA	NA	NA
"ENSG00000222652.1_RNU6-248P"	NA	NA	NA	NA	NA	NA
"ENSG00000222658.1_Y_RNA"	NA	NA	NA	NA	NA	NA
"ENSG00000222659.1_RNU2-8P"	NA	NA	NA	NA	NA	NA
"ENSG00000222663.1_RNU4-55P"	NA	NA	NA	NA	NA	NA
"ENSG00000222664.1_RN7SKP123"	NA	NA	NA	NA	NA	NA
"ENSG00000222666.2_U3"	NA	NA	NA	NA	NA	NA
"ENSG00000222667.1_RNU6-394P"	NA	NA	NA	NA	NA	NA
"ENSG00000222675.1_RNA5SP146"	NA	NA	NA	NA	NA	NA
"ENSG00000222678.1_RN7SKP213"	NA	NA	NA	NA	NA	NA
"ENSG00000222679.1_RNU6-1267P"	NA	NA	NA	NA	NA	NA
"ENSG00000222682.1_RNA5SP38"	NA	-0.879130394073689	NA	NA	0	NA
"ENSG00000222685.1_RN7SKP119"	NA	NA	NA	NA	NA	NA
"ENSG00000222686.1_RNU4-72P"	NA	NA	NA	NA	NA	NA
"ENSG00000222691.1_RNU6-733P"	NA	NA	NA	NA	NA	NA
"ENSG00000222693.1_RN7SKP120"	NA	NA	NA	NA	NA	NA
"ENSG00000222698.1_Y_RNA"	NA	NA	NA	NA	NA	NA
"ENSG00000222701.1_Y_RNA"	NA	NA	NA	NA	NA	NA
"ENSG00000222704.1_RN7SKP182"	NA	NA	NA	NA	NA	NA
"ENSG00000222705.1_RN7SKP39"	NA	NA	NA	NA	NA	NA
"ENSG00000222706.1_RN7SKP89"	NA	NA	NA	NA	NA	NA
"ENSG00000222713.1_RN7SKP51"	NA	NA	NA	NA	NA	NA
"ENSG00000222714.1_RN7SKP38"	NA	NA	NA	NA	NA	NA
"ENSG00000222715.1_MIR1911"	NA	NA	NA	NA	NA	NA
"ENSG00000222721.1_RN7SKP188"	NA	NA	NA	NA	NA	NA
"ENSG00000222724.1_RNU2-63P"	0	-1.04078088485745	NA	NA	0	NA
"ENSG00000222726.1_RNU2-7P"	0	-0.506955314830032	NA	NA	0	NA
"ENSG00000222727.1_RNU4-64P"	NA	NA	NA	NA	NA	NA
"ENSG00000222733.1_RNY4P29"	NA	NA	NA	NA	NA	NA
"ENSG00000222736.1_RNU4-6P"	NA	NA	NA	NA	NA	NA
"ENSG00000222740.1_RNA5SP328"	NA	NA	NA	NA	NA	NA
"ENSG00000222741.1_RNA5SP229"	NA	NA	NA	NA	NA	NA
"ENSG00000222743.1_RNU6-1190P"	NA	NA	NA	NA	NA	NA
"ENSG00000222744.1_RN7SKP166"	NA	NA	NA	NA	NA	NA
"ENSG00000222747.1_RNA5SP25"	NA	NA	NA	NA	NA	NA
"ENSG00000222750.1_RNU4-46P"	NA	NA	NA	NA	NA	NA
"ENSG00000222755.1_RN7SKP206"	NA	NA	NA	NA	NA	NA
"ENSG00000222760.1_RNU4-53P"	NA	0	NA	NA	0	NA
"ENSG00000222761.1_RNU6-684P"	NA	NA	NA	NA	NA	NA
"ENSG00000222764.1_RN7SKP106"	NA	NA	NA	NA	NA	NA
"ENSG00000222765.1_RNU2-40P"	NA	NA	NA	NA	NA	NA
"ENSG00000222767.1_Y_RNA"	NA	NA	NA	NA	NA	NA
"ENSG00000222774.1_RN7SKP121"	NA	NA	NA	NA	NA	NA
"ENSG00000222777.1_RNU6-233P"	NA	NA	NA	NA	NA	NA
"ENSG00000222778.1_RNA5SP144"	NA	NA	NA	NA	NA	NA
"ENSG00000222783.1_RN7SKP212"	NA	NA	NA	NA	NA	NA
"ENSG00000222784.1_RN7SKP91"	NA	NA	NA	NA	NA	NA
"ENSG00000222788.1_RNU2-38P"	NA	NA	NA	NA	NA	NA
"ENSG00000222790.1_RNU4-14P"	NA	NA	NA	NA	NA	NA
"ENSG00000222791.1_RNU6-67P"	NA	NA	NA	NA	NA	NA
"ENSG00000222792.1_RNU6-860P"	NA	NA	NA	NA	NA	NA
"ENSG00000222795.1_RNU4-83P"	NA	NA	NA	NA	NA	NA
"ENSG00000222796.1_RNU6-383P"	NA	NA	NA	NA	NA	NA
"ENSG00000222800.1_RNU2-62P"	NA	NA	NA	NA	NA	NA
"ENSG00000222806.1_RNA5SP225"	NA	NA	NA	NA	NA	NA
"ENSG00000222808.1_RNU4-47P"	0	0	NA	0	0.726761737308683	0
"ENSG00000222810.1_RNU2-68P"	NA	NA	NA	NA	NA	NA
"ENSG00000222821.1_RNU4-27P"	NA	NA	NA	NA	NA	NA
"ENSG00000222826.1_RN7SKP286"	NA	NA	NA	NA	NA	NA
"ENSG00000222831.1_MIR1537"	NA	NA	NA	NA	NA	NA
"ENSG00000222832.1_RNA5SP120"	NA	NA	NA	NA	NA	NA
"ENSG00000222835.1_RNA5SP100"	NA	NA	NA	NA	NA	NA
"ENSG00000222838.1_RNA5SP136"	NA	NA	NA	NA	NA	NA
"ENSG00000222842.1_RN7SKP168"	NA	NA	NA	NA	NA	NA
"ENSG00000222844.1_RNU6-321P"	NA	NA	NA	NA	NA	NA
"ENSG00000222845.1_RN7SKP42"	NA	NA	NA	NA	NA	NA
"ENSG00000222849.1_RNA5SP21"	NA	NA	NA	NA	NA	NA
"ENSG00000222852.1_Y_RNA"	NA	NA	NA	NA	NA	NA
"ENSG00000222854.1_RNA5SP59"	NA	NA	NA	NA	NA	NA
"ENSG00000222858.1_RNU6-920P"	NA	NA	NA	NA	NA	NA
"ENSG00000222859.1_RN7SKP136"	NA	NA	NA	NA	NA	NA
"ENSG00000222862.2_RNU6-1086P"	NA	NA	NA	NA	NA	NA
"ENSG00000222869.1_RNU6-565P"	NA	NA	NA	NA	NA	NA
"ENSG00000222870.1_RNU6-1328P"	NA	NA	NA	NA	NA	NA
"ENSG00000222872.1_RNU4-78P"	0	0	NA	NA	0	NA
"ENSG00000222874.1_RN7SKP33"	NA	NA	NA	NA	NA	NA
"ENSG00000222880.1_RN7SKP261"	NA	NA	NA	NA	NA	NA
"ENSG00000222881.1_Y_RNA"	-2.40561374504919	0	NA	NA	0	NA
"ENSG00000222883.1_Y_RNA"	NA	NA	NA	NA	NA	NA
"ENSG00000222889.1_RN7SKP29"	NA	NA	NA	NA	NA	NA
"ENSG00000222890.1_RNU6-1068P"	NA	NA	NA	NA	NA	NA
"ENSG00000222895.1_RNU6-1133P"	NA	NA	NA	NA	NA	NA
"ENSG00000222898.1_RN7SKP97"	0	0	NA	0	0	0
"ENSG00000222909.1_RNU6-193P"	NA	NA	NA	NA	NA	NA
"ENSG00000222915.1_RNU6-564P"	NA	0	NA	NA	NA	NA
"ENSG00000222920.1_RNA5SP29"	NA	NA	NA	NA	NA	NA
"ENSG00000222921.1_RNA5SP104"	NA	NA	NA	NA	NA	NA
"ENSG00000222922.1_RNA5SP501"	NA	NA	NA	NA	NA	NA
"ENSG00000222923.1_RNU2-41P"	NA	NA	NA	NA	NA	NA
"ENSG00000222924.1_RNU6-1148P"	NA	NA	NA	NA	NA	NA
"ENSG00000222931.1_RN7SKP205"	NA	NA	NA	NA	NA	NA
"ENSG00000222932.1_RNU6-172P"	NA	NA	NA	NA	NA	NA
"ENSG00000222934.1_RN7SKP284"	NA	NA	NA	NA	NA	NA
"ENSG00000222937.1_SNORD63B"	NA	NA	NA	NA	NA	NA
"ENSG00000222940.1_RNU6-370P"	NA	NA	NA	NA	NA	NA
"ENSG00000222941.2_Y_RNA"	NA	NA	NA	NA	NA	NA
"ENSG00000222942.1_RN7SKP58"	NA	NA	NA	NA	NA	NA
"ENSG00000222950.1_RN7SKP262"	NA	NA	NA	NA	NA	NA
"ENSG00000222952.1_RNA5SP41"	NA	NA	NA	NA	NA	NA
"ENSG00000222955.1_RNA5SP265"	NA	NA	NA	NA	NA	NA
"ENSG00000222958.1_MIR1913"	NA	NA	NA	NA	NA	NA
"ENSG00000222960.1_RNU6-272P"	NA	NA	NA	NA	NA	NA
"ENSG00000222966.1_AC004522.1"	NA	NA	NA	NA	NA	NA
"ENSG00000222969.1_RN7SKP8"	NA	NA	NA	NA	NA	NA
"ENSG00000222971.1_RNA5SP222"	NA	NA	NA	NA	NA	NA
"ENSG00000222972.1_RNU6-651P"	NA	NA	NA	NA	NA	NA
"ENSG00000222973.1_RNU2-25P"	NA	NA	NA	NA	NA	NA
"ENSG00000222974.1_RN7SKP228"	NA	NA	NA	NA	NA	NA
"ENSG00000222976.1_RN7SKP94"	NA	NA	NA	NA	NA	NA
"ENSG00000222979.1_RN7SKP167"	NA	NA	NA	NA	NA	NA
"ENSG00000222982.1_RN7SKP216"	NA	NA	NA	NA	NA	NA
"ENSG00000222983.1_RNA5SP127"	NA	NA	NA	NA	NA	NA
"ENSG00000222985.1_RNU2-14P"	NA	NA	NA	NA	NA	NA
"ENSG00000222986.1_RNU5A-5P"	NA	NA	NA	NA	NA	NA
"ENSG00000222987.1_RN7SKP68"	NA	NA	NA	NA	NA	NA
"ENSG00000222990.1_RNU4-22P"	NA	NA	NA	NA	NA	NA
"ENSG00000222997.1_Y_RNA"	NA	NA	NA	NA	NA	NA
"ENSG00000222998.1_RN7SKP259"	NA	0	NA	NA	NA	NA
"ENSG00000223001.1_RNU2-61P"	NA	NA	NA	NA	NA	NA
"ENSG00000223003.1_RNA5SP184"	NA	NA	NA	NA	NA	NA
"ENSG00000223004.1_SNORD29"	NA	NA	NA	NA	NA	NA
"ENSG00000223006.1_RN7SKP137"	NA	0	NA	NA	NA	NA
"ENSG00000223007.1_RN7SKP73"	NA	NA	NA	NA	NA	NA
"ENSG00000223012.1_RN7SKP264"	NA	NA	NA	NA	NA	NA
"ENSG00000223013.1_RNA5SP344"	NA	NA	NA	NA	NA	NA
"ENSG00000223015.1_RNU6-1135P"	NA	NA	NA	NA	NA	NA
"ENSG00000223019.1_RNA5SP306"	NA	NA	NA	NA	NA	NA
"ENSG00000223023.1_Y_RNA"	NA	0	NA	NA	0	NA
"ENSG00000223024.1_RNU6-55P"	NA	NA	NA	NA	NA	NA
"ENSG00000223026.1_RN7SKP247"	NA	NA	NA	NA	NA	NA
"ENSG00000223027.1_AL139404.1"	NA	NA	NA	NA	NA	NA
"ENSG00000223037.1_RNU6-284P"	NA	NA	NA	NA	NA	NA
"ENSG00000223039.1_RN7SKP268"	NA	NA	NA	NA	NA	NA
"ENSG00000223040.1_RN7SKP144"	NA	NA	NA	NA	NA	NA
"ENSG00000223042.1_RN7SKP161"	NA	NA	NA	NA	NA	NA
"ENSG00000223044.1_RNU6-130P"	NA	NA	NA	NA	0	NA
"ENSG00000223046.1_RNA5SP369"	NA	NA	NA	NA	NA	NA
"ENSG00000223047.1_RNU6-847P"	NA	NA	NA	NA	NA	NA
"ENSG00000223056.1_RN7SKP169"	NA	NA	NA	NA	NA	NA
"ENSG00000223060.1_Y_RNA"	0	0	NA	NA	0	NA
"ENSG00000223062.1_RNU6-1245P"	NA	NA	NA	NA	NA	NA
"ENSG00000223064.1_RNU6-325P"	NA	NA	NA	NA	NA	NA
"ENSG00000223075.1_RN7SKP126"	NA	NA	NA	NA	NA	NA
"ENSG00000223076.1_RNA5SP31"	NA	NA	NA	NA	NA	NA
"ENSG00000223078.1_RNU2-55P"	NA	NA	NA	NA	NA	NA
"ENSG00000223080.1_Y_RNA"	NA	NA	NA	NA	NA	NA
"ENSG00000223086.1_RNA5SP155"	NA	0	NA	NA	0	NA
"ENSG00000223087.2_RNU6-602P"	NA	NA	NA	NA	NA	NA
"ENSG00000223088.1_RMRPP5"	NA	NA	NA	NA	NA	NA
"ENSG00000223092.1_RNA5SP115"	NA	NA	NA	NA	NA	NA
"ENSG00000223096.1_RNU5E-9P"	NA	NA	NA	NA	NA	NA
"ENSG00000223107.1_RNU2-72P"	NA	NA	NA	NA	NA	NA
"ENSG00000223109.1_MIR1538"	NA	NA	NA	NA	NA	NA
"ENSG00000223113.1_RNA5SP247"	NA	NA	NA	NA	NA	NA
"ENSG00000223117.1_RN7SKP296"	NA	NA	NA	NA	0	NA
"ENSG00000223118.1_RN7SKP102"	NA	NA	NA	NA	NA	NA
"ENSG00000223120.1_RN7SKP181"	NA	NA	NA	NA	NA	NA
"ENSG00000223125.1_RNU2-32P"	NA	0	NA	NA	0	NA
"ENSG00000223126.1_RN7SKP263"	NA	NA	NA	NA	NA	NA
"ENSG00000223128.1_RN7SKP140"	NA	NA	NA	NA	NA	NA
"ENSG00000223131.1_RNA5SP304"	NA	NA	NA	NA	NA	NA
"ENSG00000223136.1_RN7SKP207"	NA	NA	NA	NA	NA	NA
"ENSG00000223138.1_RNA5SP450"	NA	NA	NA	NA	NA	NA
"ENSG00000223142.1_RN7SKP252"	NA	NA	NA	NA	NA	NA
"ENSG00000223145.1_RN7SKP112"	NA	NA	NA	NA	NA	NA
"ENSG00000223152.1_RNU4-88P"	NA	NA	NA	NA	NA	NA
"ENSG00000223156.1_RNU2-18P"	NA	NA	NA	NA	NA	NA
"ENSG00000223158.1_RNY1P3"	NA	NA	NA	NA	NA	NA
"ENSG00000223162.1_RNA5SP280"	NA	NA	NA	NA	NA	NA
"ENSG00000223168.1_RN7SKP142"	NA	NA	NA	NA	NA	NA
"ENSG00000223169.1_RNA5SP209"	NA	NA	NA	NA	NA	NA
"ENSG00000223174.1_RN7SKP17"	NA	NA	NA	NA	NA	NA
"ENSG00000223175.1_RNU4-61P"	NA	NA	NA	NA	NA	NA
"ENSG00000223177.1_RNA5SP39"	NA	0	NA	NA	0	NA
"ENSG00000223179.3_RNU6-373P"	NA	NA	NA	NA	NA	NA
"ENSG00000223181.1_RNU6-1199P"	NA	NA	NA	NA	NA	NA
"ENSG00000223188.1_Y_RNA"	NA	0	NA	NA	0	NA
"ENSG00000223189.1_RNU6-177P"	NA	NA	NA	NA	NA	NA
"ENSG00000223190.1_RN7SKP100"	NA	NA	NA	NA	NA	NA
"ENSG00000223191.1_RNU6-293P"	NA	NA	NA	NA	NA	NA
"ENSG00000223197.1_RNU6-1001P"	NA	NA	NA	NA	NA	NA
"ENSG00000223198.1_RNU2-22P"	0	-0.54996645089412	NA	NA	0	NA
"ENSG00000223202.1_RN7SKP297"	NA	NA	NA	NA	NA	NA
"ENSG00000223203.1_RNA5SP221"	NA	0	NA	NA	0	NA
"ENSG00000223208.1_RNU6-1217P"	NA	NA	NA	NA	NA	NA
"ENSG00000223212.1_RNU4-74P"	NA	NA	NA	NA	NA	NA
"ENSG00000223215.1_RNU6-607P"	NA	NA	NA	NA	NA	NA
"ENSG00000223217.1_RNU6-938P"	NA	NA	NA	NA	NA	NA
"ENSG00000223220.1_Y_RNA"	NA	0	NA	NA	0	NA
"ENSG00000223223.1_RN7SKP192"	NA	NA	NA	NA	NA	NA
"ENSG00000223224.1_SNORD71"	NA	0	NA	NA	0	NA
"ENSG00000223225.1_RNU6-1054P"	NA	NA	NA	NA	NA	NA
"ENSG00000223229.1_RN7SKP270"	NA	NA	NA	NA	NA	NA
"ENSG00000223238.1_RNA5SP294"	NA	NA	NA	NA	NA	NA
"ENSG00000223245.1_RNU4-63P"	NA	NA	NA	NA	NA	NA
"ENSG00000223247.1_RNU2-64P"	NA	NA	NA	NA	NA	NA
"ENSG00000223254.1_Y_RNA"	0	0	NA	0	0.701147898639196	0
"ENSG00000223256.1_RNU6-785P"	NA	NA	NA	NA	NA	NA
"ENSG00000223258.1_RNU6-575P"	NA	NA	NA	NA	NA	NA
"ENSG00000223259.1_RNA5SP508"	NA	NA	NA	NA	NA	NA
"ENSG00000223260.1_RN7SKP194"	NA	NA	NA	NA	NA	NA
"ENSG00000223262.1_RNA5SP492"	NA	NA	NA	NA	NA	NA
"ENSG00000223263.1_RNU6-387P"	-2.30497823896784	0	NA	NA	0	NA
"ENSG00000223265.1_RNU6-592P"	NA	NA	NA	NA	NA	NA
"ENSG00000223269.1_RN7SKP53"	NA	NA	NA	NA	NA	NA
"ENSG00000223271.1_Y_RNA"	NA	NA	NA	NA	NA	NA
"ENSG00000223273.1_RN7SKP172"	NA	NA	NA	NA	NA	NA
"ENSG00000223274.6_PAR_Y_RNA5SP498"	NA	NA	NA	NA	NA	NA
"ENSG00000223274.6_RNA5SP498"	NA	0	NA	NA	0	NA
"ENSG00000223280.1_RNU6-57P"	NA	NA	NA	NA	NA	NA
"ENSG00000223281.1_RN7SKP85"	NA	NA	NA	NA	NA	NA
"ENSG00000223282.1_RN7SKP165"	NA	NA	NA	NA	NA	NA
"ENSG00000223284.1_RNU6-195P"	NA	NA	NA	NA	NA	NA
"ENSG00000223287.1_RNU6-954P"	NA	NA	NA	NA	NA	NA
"ENSG00000223290.1_RNA5SP107"	NA	NA	NA	NA	NA	NA
"ENSG00000223293.1_RNA5SP270"	NA	NA	NA	NA	NA	NA
"ENSG00000223294.1_SNORD83"	NA	NA	NA	NA	NA	NA
"ENSG00000223298.1_RNY3P8"	0	0	NA	NA	-0.749714667720432	NA
"ENSG00000223299.1_RN7SKP108"	NA	NA	NA	NA	NA	NA
"ENSG00000223300.1_Y_RNA"	NA	NA	NA	NA	NA	NA
"ENSG00000223302.1_Y_RNA"	NA	NA	NA	NA	NA	NA
"ENSG00000223305.1_RN7SKP30"	-2.83517861713559	-1.04857587940539	NA	NA	0	NA
"ENSG00000223306.2_RNU6-1304P"	NA	NA	NA	NA	NA	NA
"ENSG00000223308.1_RN7SKP101"	NA	NA	NA	NA	NA	NA
"ENSG00000223309.1_RNU6-722P"	0	0	NA	0	0	0
"ENSG00000223313.1_RNU6-516P"	0	0	NA	0	0	0
"ENSG00000223315.1_RN7SKP279"	NA	NA	NA	NA	NA	NA
"ENSG00000223318.1_RNA5SP111"	0	0	NA	0	0	0
"ENSG00000223321.1_RN7SKP293"	NA	NA	NA	NA	NA	NA
"ENSG00000223324.1_RN7SKP273"	NA	NA	NA	NA	NA	NA
"ENSG00000223327.1_RNU2-71P"	NA	NA	NA	NA	NA	NA
"ENSG00000223330.1_RNU6-1052P"	NA	NA	NA	NA	NA	NA
"ENSG00000223335.1_RNU6-603P"	NA	NA	NA	NA	NA	NA
"ENSG00000223336.1_RNU2-6P"	0	-1.19370110754235	NA	0	-0.86762919569857	NA
"ENSG00000223341.1_RN7SKP3"	NA	NA	NA	NA	NA	NA
"ENSG00000223342.2_AL158817.1"	NA	NA	NA	NA	NA	NA
"ENSG00000223343.1_AC137630.1"	0	0	NA	0	0	0
"ENSG00000223344.1_AL359081.1"	NA	NA	NA	NA	NA	NA
"ENSG00000223345.3_H2BP1"	NA	0	NA	NA	0	NA
"ENSG00000223349.1_KLF2P3"	NA	NA	NA	NA	NA	NA
"ENSG00000223350.2_IGLV9-49"	0	0	0	0	-0.962697649863782	0
"ENSG00000223351.5_ZNF385D-AS2"	NA	NA	NA	NA	NA	NA
"ENSG00000223353.2_AL589763.1"	NA	NA	NA	NA	NA	NA
"ENSG00000223356.1_AL590666.1"	0	0	NA	NA	0	NA
"ENSG00000223358.5_EHHADH-AS1"	NA	NA	NA	NA	NA	NA
"ENSG00000223360.1_AC096559.1"	NA	NA	NA	NA	NA	NA
"ENSG00000223361.5_FTH1P10"	0	0	NA	0	0	0
"ENSG00000223362.1_CDY15P"	NA	NA	NA	NA	NA	NA
"ENSG00000223368.2_AL513124.1"	NA	NA	NA	NA	NA	NA
"ENSG00000223373.1_AC108066.1"	NA	NA	NA	NA	NA	NA
"ENSG00000223374.1_AC005104.1"	0	-0.332743087949333	0	0	0	0
"ENSG00000223375.1_AC096638.1"	NA	NA	NA	NA	NA	NA
"ENSG00000223377.1_AC244098.1"	NA	NA	NA	NA	NA	NA
"ENSG00000223379.1_AL391987.3"	NA	NA	NA	NA	NA	NA
"ENSG00000223381.2_LINC02661"	NA	NA	NA	NA	NA	NA
"ENSG00000223382.5_LINC01778"	0	0	NA	0	0	0
"ENSG00000223383.1_H2ACP1"	NA	NA	NA	NA	NA	NA
"ENSG00000223387.6_LINC02068"	0	0	NA	0	0	NA
"ENSG00000223389.1_SDCBP2P1"	NA	NA	NA	NA	NA	NA
"ENSG00000223390.1_AL445685.1"	NA	0	NA	NA	0	NA
"ENSG00000223391.2_RDXP2"	NA	NA	NA	NA	NA	NA
"ENSG00000223392.1_CLDN10-AS1"	0	0	NA	0	-1.3403023616624	0
"ENSG00000223393.2_AL118511.1"	0	0	NA	0	0	0
"ENSG00000223394.2_TRBV29OR9-2"	0	-0.644313721287183	NA	0	0	NA
"ENSG00000223395.2_RBM22P7"	NA	NA	NA	NA	NA	NA
"ENSG00000223396.4_RPS10P7"	0	0	0	0	0	0
"ENSG00000223398.1_AC027124.1"	NA	NA	NA	NA	NA	NA
"ENSG00000223400.1_AP006748.1"	0	-0.413487327673531	NA	0	-0.655178844767263	0
"ENSG00000223402.1_AC074121.1"	NA	0	NA	NA	NA	NA
"ENSG00000223403.6_MEG9"	0	0	NA	0	0	0
"ENSG00000223404.3_LINC00397"	NA	NA	NA	NA	NA	NA
"ENSG00000223406.1_XKRYP5"	NA	NA	NA	NA	NA	NA
"ENSG00000223407.1_USP9YP18"	NA	NA	NA	NA	NA	NA
"ENSG00000223409.1_RPL17P17"	NA	NA	NA	NA	0	NA
"ENSG00000223410.1_AL009050.1"	NA	NA	NA	NA	NA	NA
"ENSG00000223416.3_RPS26P15"	0	0	NA	0	0	0
"ENSG00000223417.8_TRIM49D1"	NA	NA	NA	NA	NA	NA
"ENSG00000223418.1_LIMK2P1"	NA	NA	NA	NA	NA	NA
