"LUAD_NORMAL_DEEP"	"LUAD_NORMAL_SHALLOW"	"LUAD_SHALLOW_DEEP"	"LUAD_MALE_FEMALE"	"LUAD_MALE_NORMAL_DEEP"	"LUAD_MALE_NORMAL_SHALLOW"	"LUAD_MALE_SHALLOW_DEEP"	"LUAD_FEMALE_NORMAL_DEEP"	"LUAD_FEMALE_NORMAL_SHALLOW"	"LUAD_FEMALE_SHALLOW_DEEP"
"ENSG00000238086.5_PPP1R26P1"	0	-0.718406622454693	0	0	0	0	0	0	-0.868296759510254	0
"ENSG00000238087.3_FMO8P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238088.1_OFD1P7Y"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238090.1_AC006195.1"	0	-0.844111894680488	0	0	0	0	0	0	0	0
"ENSG00000238092.1_CEACAMP6"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238094.1_AC245036.4"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238097.2_LINC02037"	0	-1.44397570107855	0	0	0	0	0	0	-1.54670962138354	0
"ENSG00000238098.9_ABCA17P"	1.9162739734223	-1.4336650120611	0	-0.696778442840754	0	0	0	0	-1.93316623383378	0
"ENSG00000238099.3_LINC01625"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238102.2_AL080248.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238103.4_RPL9P7"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238105.7_GOLGA2P5"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238107.1_LINC02806"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238108.1_AL139135.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238109.1_RNF14P3"	0	-0.917617010996168	0	0	0	-0.798088532266661	0	0	-0.978924374496539	0
"ENSG00000238110.1_AL353572.2"	0	-0.956830817993976	0	0	0	0	0	0	-1.5286155716895	0
"ENSG00000238111.1_RPS13P4"	0	-2.08453240504426	0	0	0	0	0	0	-2.30168808818123	0
"ENSG00000238113.7_LINC01410"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238116.2_RAD21P1"	0	0.910490555753268	0	-0.998918223247113	0	0	0	0	1.56541535428702	0
"ENSG00000238117.1_AP000844.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238118.1_SLC25A24P2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238120.1_LINC01589"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238121.6_LINC00426"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238122.1_AL359258.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238123.1_MID1IP1-AS1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000238124.1_AC114501.3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238125.1_SLC9A3P2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238129.5_AL121904.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238131.2_LINC02854"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238132.2_CASC4P1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238133.6_MAP3K20-AS1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238135.1_USP9YP10"	0	0	0	0	0	0	0	NA	NA	NA
"ENSG00000238137.2_ARPC3P2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238138.1_AC027124.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238139.2_AL590559.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238140.1_AC104170.1"	0	-1.12365971951478	0	0	0	-1.02478065506512	0	0	-1.17371927767835	0
"ENSG00000238141.2_BRWD1-AS1"	0	-0.644886388280242	0	0	0	0	0	0	0	0
"ENSG00000238142.2_BX284668.5"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238143.1_AL161631.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238145.2_TUBAP8"	0	0.972141458627043	0	0	0	0	0	0	0	0
"ENSG00000238149.1_AC104978.1"	0	-1.16640179771964	0	0	0	0	0	0	0	0
"ENSG00000238150.1_AC008753.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238151.1_MLLT10P1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238152.2_OR7E140P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238153.1_Z99755.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238154.1_USP9YP4"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238156.1_AL445465.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238158.6_AL391422.3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238160.1_LINC02863"	0	-0.885822236411101	0	0	0	-0.914299132308702	0	0	-0.847036842571469	0
"ENSG00000238161.1_OR7E117P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238162.1_AC009237.11"	0	0	0	0	NA	NA	NA	0	0	0
"ENSG00000238164.6_TNFRSF14-AS1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238165.1_AC007560.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238166.2_AC022748.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238168.5_IFITM3P5"	0	-1.36988236912786	0	0	0	-1.12279332735819	0	0	-1.61401674705348	0
"ENSG00000238169.2_LINC01053"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238171.1_AC068196.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238172.2_RPS2P35"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238173.1_RPL39P6"	0	-0.759073305585034	0	0	0	0	0	0	-1.14541231222391	0
"ENSG00000238176.1_AL390061.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238178.7_AC078993.1"	0	-0.734256300250481	0	0	0	0	0	0	0	0
"ENSG00000238180.1_RPL21P34"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238181.2_AHCYP2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238183.2_RPS27P5"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238184.1_CD81-AS1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238185.1_AL353680.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238186.1_AL603839.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238188.1_AL049733.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238189.2_ENOX1-AS2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238190.1_HMGB1P15"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238191.3_CLUHP1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238192.1_BX284656.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238193.1_HADHBP1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238194.2_PHACTR3-AS1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238195.1_AL021153.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238197.6_PAXBP1-AS1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238198.2_LRIG2-DT"	0	-0.533238539767524	0	0	0	-0.717361459052913	0	0	0	0
"ENSG00000238199.1_UBE2V2P3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238200.1_MGAT2P2"	0	0	0	0	0	0	0	NA	NA	NA
"ENSG00000238201.1_AC114752.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238205.3_MPC1L"	0	-3.10199633375858	0	0	0	-2.15100910903893	0	0	-3.89481982196819	0
"ENSG00000238207.2_AC009312.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238210.4_ETDA"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238211.1_POLR2LP1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238212.3_LINC02096"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238213.1_TARDBPP2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238215.1_AL513185.3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238217.6_LINC01877"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238220.1_AP000275.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238221.1_AL139095.4"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238222.3_MKRN4P"	0	0	0	0	0	-1.49488228817873	0	0	0	0
"ENSG00000238223.1_AL121878.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238224.1_AC104462.2"	0	-1.72799537742964	0	0	0	0	0	0	-1.9789794141038	0
"ENSG00000238225.1_CRIP1P2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238227.8_TMEM250"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238228.1_OR7E7P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238230.2_LINC00391"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238231.2_AL512288.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238232.1_AL356364.1"	0	0	0	3.67960363831698	0	0	0	0	0	0
"ENSG00000238235.1_TSPY11P"	0	0	0	0	0	0	0	NA	NA	NA
"ENSG00000238236.1_MTCYBP14"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238241.2_CCR12P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238242.2_LINC02778"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238243.3_OR2W3"	0	0	0	-0.937880066292342	0	0	0	0	0	0
"ENSG00000238244.3_GABARAPL3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000238245.2_MYO5BP2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238246.1_AC069549.1"	0	-0.98198505007627	0	0	0	-1.06198836398025	0	0	-0.896647373283779	0
"ENSG00000238247.2_RDXP3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238249.2_HMGN2P17"	0	-0.25985414329731	0	0	0	0	0	0	0	0
"ENSG00000238250.1_ST6GAL2-IT1"	0	0	0	0	0	1.53457101134955	0	0	0	0
"ENSG00000238251.2_NSA2P7"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238254.3_AC008496.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238256.1_MTND5P20"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238257.1_AP000244.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238258.1_AL121748.1"	0	-0.537904747069891	0	0	0	0	0	0	0	0
"ENSG00000238259.1_PHF5GP"	0	-0.997243536876779	0	0	0	0	0	0	0	0
"ENSG00000238260.1_AL513320.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238262.1_NTM-IT"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238263.1_RPL21P88"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238265.1_LINC00317"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238266.2_LINC00707"	0	1.54292968280564	0	0	0	1.65180296437436	0	0	1.40971242472714	0
"ENSG00000238267.1_AC104850.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238269.9_PAGE2B"	0	0	0	0	0	-3.29592746319356	0	0	0	0
"ENSG00000238270.1_AL591504.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238271.2_IFNWP19"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238272.1_AL139142.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238273.3_AC108058.1"	0	-0.519310756961869	0	0	0	0	0	0	0	0
"ENSG00000238275.2_HOMER2P2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238276.6_AL354863.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238277.1_AC068483.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238278.3_ALG1L6P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238279.1_BX470102.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238280.2_AC067751.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238282.1_AL121781.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238283.3_TBC1D3P1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238284.2_LINC01448"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238285.1_MRPL50P2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238286.1_SLC35E1P1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238287.1_AL603839.3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238288.1_MTND3P23"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238290.1_AL034417.2"	0	-0.539845254456873	0	0	0	0	0	0	0	0
"ENSG00000238291.1_AL391704.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238295.1_AC019080.2"	0	-1.58278829983704	0	0	0	0	0	0	0	0
"ENSG00000238297.2_U3"	0	-2.35812766689508	0	0	0	-3.17094893497187	0	0	0	0
"ENSG00000238300.1_SNORD121B"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238302.1_RNU7-120P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238304.1_RNU7-50P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238311.1_SNORD13E"	0	-0.831967067670597	0	0	0	0	0	0	0	0
"ENSG00000238316.1_AL627082.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238317.2_SNORD11"	0	-0.611173637635216	0	0	0	0	0	0	0	0
"ENSG00000238324.1_RN7SKP198"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238326.1_AC016596.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238344.1_SNORD126"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238357.1_RNU7-148P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238358.2_AC004969.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238363.1_SNORA13"	0	-0.692174229989193	0	0	0	0	0	0	-0.889271059440489	0
"ENSG00000238364.1_RNU7-140P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238365.3_RNU7-57P"	0	-0.782089041317182	0	0	0	0	0	0	0	0
"ENSG00000238366.1_Y_RNA"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238367.1_MIR2113"	0	0	0	0	NA	NA	NA	0	0	0
"ENSG00000238370.1_RNU7-103P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238371.1_AC010145.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000238372.1_AP001329.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238374.1_RNU7-180P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238379.1_RNA5SP103"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238380.1_RNU7-165P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238382.1_RNU6-1211P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238386.1_RNU7-48P"	0	-0.995906022664957	0	0	0	0	0	0	0	0
"ENSG00000238387.1_AC122179.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000238390.1_AP000254.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238391.1_RNA5SP233"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238399.1_MIR2053"	0	0	0	0	0	0	0	NA	NA	NA
"ENSG00000238405.1_RNA5SP311"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238406.1_RNU7-171P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238410.1_AC007099.3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238417.1_RNU7-63P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238419.1_RNU7-186P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238420.1_RNU6-437P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238423.1_SNORD42B"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238426.1_Y_RNA"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238427.1_RNU7-136P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238431.1_RNU7-157P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238440.1_AC135279.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238441.1_RNU7-130P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238443.1_Y_RNA"	0	0	0	0	0	0	0	NA	NA	NA
"ENSG00000238444.1_RNU6-893P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238446.1_RNU7-38P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238447.1_RNU7-134P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238452.1_RNU7-144P"	0	0	0	0	NA	NA	NA	0	0	0
"ENSG00000238456.1_RNU6-1014P"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000238457.1_RNU7-169P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238468.1_RNU7-14P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238478.1_RNU6-498P"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000238482.1_RNU6-1208P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238485.1_AL161777.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238489.1_RNU6-749P"	0	0	0	0	0	0	0	NA	NA	NA
"ENSG00000238490.1_Y_RNA"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238493.1_RNU6-221P"	0	0	0	0	0	0	0	NA	NA	NA
"ENSG00000238498.1_SNORD13P1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238500.1_RNU7-87P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238503.1_SNORD18"	0	0	0	0	NA	NA	NA	0	0	0
"ENSG00000238509.1_RNU6-104P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238516.1_Y_RNA"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238517.1_MIR1270"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238519.1_U8"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238523.1_RNU7-107P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238529.1_RNU6-599P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238531.1_SNORD105B"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238540.1_RNU7-93P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238542.1_RNU7-104P"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000238551.1_RNU6-1193P"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000238554.1_RNU1-88P"	0	-2.90212624601373	0	0	0	0	0	0	-4.8425716591604	0
"ENSG00000238558.1_RNU7-21P"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000238560.1_Y_RNA"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238561.1_RNU6ATAC28P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238562.1_RNU7-159P"	0	2.24123487072451	0	0	0	0	0	0	0	0
"ENSG00000238570.1_AC092654.1"	0	0	0	0	NA	NA	NA	0	0	0
"ENSG00000238575.1_AP005136.1"	0	-1.09485729427904	0	0	0	0	0	0	0	0
"ENSG00000238578.1_SNORD4A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000238584.1_RNU7-167P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238585.1_Y_RNA"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238590.1_RNU7-54P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238594.1_AL355497.3"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238597.1_SNORD4B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000238606.1_RNU7-7P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238609.1_RNU7-94P"	0	0	0	0	NA	NA	NA	0	0	0
"ENSG00000238610.1_RNU7-26P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238616.1_RNU6-300P"	0	0	0	0	NA	NA	NA	0	0	0
"ENSG00000238619.1_RNU6-775P"	0	0	0	0	0	0	0	NA	NA	NA
"ENSG00000238622.1_SNORD97"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000238627.1_RNA5SP489"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000238628.1_AL133211.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238632.1_RNU7-126P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238645.1_AC079416.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238649.1_SNORD42A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000238650.1_SNORD54"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000238653.1_RNU7-62P"	0	0	0	0	0	0	0	NA	NA	NA
"ENSG00000238658.1_RNU6-625P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238669.1_RNU6-333P"	0	0	0	0	NA	NA	NA	0	0	0
"ENSG00000238680.1_RNU6-1037P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238685.1_AC092365.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238694.1_AC020589.1"	0	0	0	0	NA	NA	NA	0	0	0
"ENSG00000238697.1_RNU6-261P"	0	0	0	0	0	0	0	NA	NA	NA
"ENSG00000238698.1_RNU7-147P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238704.1_RNU7-97P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238705.1_MIR1976"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238707.1_AC025039.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000238709.1_RNU7-56P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238711.1_RNY4P25"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238713.1_Y_RNA"	0	-1.79983992952943	0	0	0	-1.69529567210947	0	0	-1.87816639534771	0
"ENSG00000238719.1_RNU7-96P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238721.1_RNU7-194P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238723.1_Y_RNA"	0	-1.37366264302817	0	0	0	0	0	0	0	0
"ENSG00000238724.1_AC020549.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238728.1_MIR1972-1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238730.1_RNU7-164P"	0	0	0	0	0	0	0	NA	NA	NA
"ENSG00000238731.1_RNU7-90P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238735.1_RNU7-113P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238741.1_SCARNA7"	-4.44893712122907	0	5.28871941039898	0	5.7464106867458	0	5.2944763569301	0	-4.84932858724327	0
"ENSG00000238745.1_AC113340.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238749.1_Y_RNA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000238750.1_RNU7-27P"	0	0	0	0	NA	NA	NA	0	0	0
"ENSG00000238754.1_SCARNA18B"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238755.3_LINC02006"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238759.1_RNU7-155P"	0	0	0	0	0	0	0	NA	NA	NA
"ENSG00000238761.1_AL591521.1"	0	0	0	0	NA	NA	NA	0	0	0
"ENSG00000238764.1_AL845433.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238765.1_RNA5SP57"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238777.1_RNU7-141P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238778.1_RNU7-80P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238782.1_RNU7-9P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238783.1_Y_RNA"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238785.1_RNU7-92P"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000238788.1_RNU7-182P"	0	0	0	0	0	0	0	NA	NA	NA
"ENSG00000238789.1_RNU7-152P"	0	0	0	0	NA	NA	NA	0	0	0
"ENSG00000238793.1_SNORD124"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238795.1_SCARNA12"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000238797.1_Y_RNA"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238804.1_AC091133.2"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238808.1_RNU7-102P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238812.1_RNU7-127P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238813.1_Y_RNA"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238819.1_AC091074.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000238825.1_RNVU1-2"	0	-4.31702828772403	0	0	0	0	0	0	-5.62239247110965	0
"ENSG00000238829.1_RNU7-45P"	0	-0.930301273507963	0	0	0	-1.10897614385976	0	0	-0.766485852337925	0
"ENSG00000238830.1_RNU7-46P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238832.1_AC004839.1"	0	-0.322029886895354	0	0	0	0	0	0	0	0
"ENSG00000238833.1_RNU1-131P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238835.1_SCARNA18"	0	-2.55509461757988	0	0	0	-2.16168464456032	0	0	-2.85630920380463	0
"ENSG00000238837.3_LINC02031"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238840.1_U8"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238842.1_RNU7-106P"	0	0	0	0	0	0	0	NA	NA	NA
"ENSG00000238845.1_Y_RNA"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238854.1_AC100803.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238862.1_SNORD19B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000238875.1_RN7SKP210"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238880.1_RNU7-59P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238882.1_RNU6-329P"	0	0	0	0	0	0	0	NA	NA	NA
"ENSG00000238884.1_RNU7-85P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238886.1_SNORD121A"	0	-1.09006302089634	0	0	0	0	0	0	0	0
"ENSG00000238898.1_RNU1-80P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238901.1_AC100872.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000238902.1_AC026671.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238904.1_RNU7-34P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238906.1_AC004912.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238908.1_RNA5SP484"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238912.1_Y_RNA"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238913.1_RNU7-196P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238917.1_SNORD10"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000238923.1_RNU7-1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ENSG00000238924.2_RNU7-82P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238926.1_Y_RNA"	0	0	0	0	0	0	0	NA	NA	NA
"ENSG00000238933.1_Y_RNA"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238934.1_AL591806.1"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238936.1_SNORD65B"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238941.1_RNU6-953P"	0	0	0	0	0	0	0	0	0	0
"ENSG00000238942.1_SNORD2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
